Hum,Temp
42.90,25.60
42.90,25.60
42.80,25.60
42.80,25.60
42.90,25.60
42.80,25.60
42.90,25.60
42.90,25.60
42.90,25.50
42.80,25.70
42.80,25.60
42.80,25.50
42.80,25.60
42.80,25.50
42.90,25.50
42.90,25.60
43.00,25.50
43.00,25.60
43.00,25.60
43.00,25.60
43.00,25.60
43.00,25.60
43.00,25.50
42.90,25.60
42.90,25.60
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.70,25.50
42.70,25.50
42.70,25.50
42.70,25.50
42.70,25.50
42.80,25.50
42.80,25.50
42.90,25.50
42.90,25.50
42.90,25.50
42.90,25.50
42.90,25.50
42.90,25.50
42.80,25.50
42.90,25.50
42.80,25.50
42.80,25.50
42.90,25.40
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.80,25.50
42.70,25.50
42.80,25.40
42.80,25.40
42.70,25.50
42.80,25.40
42.60,25.50
42.80,25.40
42.70,25.50
42.80,25.40
42.80,25.40
42.80,25.40
42.80,25.40
42.80,25.40
42.80,25.40
42.90,25.40
42.90,25.40
42.90,25.40
42.90,25.40
42.90,25.40
42.90,25.40
42.80,25.50
42.90,25.40
42.90,25.40
42.90,25.40
42.80,25.50
43.00,25.40
42.90,25.50
43.00,25.40
43.00,25.40
43.00,25.40
42.90,25.50
43.00,25.40
42.90,25.50
43.00,25.40
42.90,25.50
43.00,25.50
43.00,25.50
43.00,25.50
43.00,25.50
43.10,25.50
43.30,25.40
43.20,25.50
43.50,25.50
43.70,25.50
43.80,25.50
43.90,25.50
44.00,25.50
44.00,25.50
44.00,25.50
43.80,25.50
43.70,25.50
43.70,25.50
43.60,25.50
43.60,25.50
43.50,25.50
43.60,25.50
43.70,25.50
43.60,25.50
43.60,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.50,25.40
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.40,25.50
43.60,25.40
43.50,25.50
43.50,25.50
43.60,25.50
43.60,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.50,25.50
43.70,25.40
43.70,25.50
43.80,25.50
43.90,25.50
44.00,25.50
44.00,25.50
44.00,25.50
44.00,25.50
44.00,25.50
44.00,25.50
43.90,25.50
43.90,25.50
43.80,25.50
43.80,25.50
43.80,25.50
43.80,25.50
43.80,25.50
43.80,25.50
43.90,25.50
43.90,25.50
44.00,25.50
43.90,25.50
43.90,25.50
44.00,25.60
44.00,25.50
43.90,25.50
44.00,25.60
43.90,25.50
43.90,25.60
44.00,25.50
43.90,25.60
43.80,25.60
43.80,25.60
43.60,25.50
Hum,Temp
45.40,25.90
45.40,25.90
45.50,25.90
45.40,25.90
45.30,25.80
45.20,25.90
45.20,25.90
45.10,25.90
45.20,25.90
45.10,25.90
45.00,25.80
45.00,25.90
44.90,25.80
44.80,25.80
44.80,25.80
44.70,25.80
44.70,25.80
44.80,25.80
44.80,25.70
44.70,25.80
44.80,25.70
44.70,25.70
44.70,25.70
44.70,25.70
44.70,25.70
44.70,25.70
44.60,25.70
44.50,25.70
44.50,25.60
44.50,25.70
44.50,25.70
44.50,25.70
44.50,25.60
44.50,25.70
44.60,25.70
44.60,25.60
44.70,25.60
44.70,25.70
45.00,25.60
45.00,25.60
44.90,25.60
44.80,25.60
44.70,25.60
44.70,25.60
44.60,25.60
44.70,25.60
44.80,25.50
45.00,25.50
45.20,25.50
45.50,25.50
45.80,25.50
46.10,25.50
46.00,25.50
45.80,25.50
45.80,25.50
45.60,25.60
45.50,25.50
45.40,25.50
45.40,25.50
45.30,25.50
45.20,25.50
45.10,25.50
45.10,25.50
45.00,25.50
44.90,25.50
44.90,25.50
44.80,25.50
44.80,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.70,25.50
44.60,25.50
44.60,25.60
44.60,25.50
44.60,25.60
44.60,25.60
44.60,25.60
44.50,25.50
44.50,25.60
44.50,25.60
44.50,25.70
44.50,25.70
44.50,25.60
44.60,25.70
44.50,25.60
44.50,25.60
44.50,25.60
44.40,25.60
44.40,25.60
44.40,25.60
44.50,25.60
44.50,25.70
44.50,25.70
44.60,25.70
44.70,25.60
44.80,25.60
44.90,25.60
44.90,25.60
44.80,25.60
44.80,25.60
44.80,25.60
44.90,25.60
44.90,25.60
45.00,25.60
44.90,25.70
44.90,25.60
44.90,25.60
44.90,25.60
44.90,25.60
45.00,25.60
44.90,25.60
45.00,25.60
44.90,25.60
44.90,25.60
44.90,25.60
45.00,25.60
45.10,25.60
45.30,25.60
45.50,25.60
45.70,25.60
45.70,25.60
45.70,25.70
45.60,25.60
45.60,25.60
45.60,25.50
45.60,25.60
45.60,25.60
45.70,25.60
45.80,25.60
45.80,25.70
45.80,25.60
45.70,25.60
45.70,25.60
45.70,25.60
45.70,25.70
45.80,25.70
45.80,25.60
45.80,25.60
45.80,25.60
45.90,25.60
45.90,25.60
45.80,25.60
45.90,25.60
45.90,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.80,25.60
45.90,25.70
45.90,25.60
46.00,25.70
46.00,25.60
46.00,25.70
46.00,25.60
46.00,25.60
46.00,25.60
46.00,25.60
46.10,25.60
46.10,25.70
46.10,25.70
46.10,25.70
46.20,25.60
46.30,25.70
46.30,25.60
46.50,25.70
46.70,25.60
46.70,25.70
46.70,25.60
46.70,25.70
46.70,25.60
46.60,25.60
46.60,25.60
46.60,25.60
46.60,25.60
46.50,25.60
46.60,25.70
46.50,25.70
46.50,25.60
46.50,25.60
46.50,25.70
46.50,25.70
Hum,Temp
42.00,25.80
41.90,25.80
41.80,25.80
41.70,25.80
41.80,25.70
41.50,25.80
41.50,25.80
41.50,25.70
41.40,25.70
41.30,25.70
41.30,25.60
41.20,25.60
41.20,25.60
41.20,25.50
41.20,25.50
41.20,25.50
41.20,25.50
41.20,25.50
41.40,25.40
41.40,25.40
41.40,25.40
41.40,25.30
41.40,25.30
41.50,25.30
41.60,25.30
41.70,25.20
41.70,25.30
41.80,25.20
41.80,25.20
41.80,25.20
41.80,25.20
41.90,25.20
41.80,25.10
41.80,25.10
41.90,25.10
41.90,25.00
41.90,25.10
41.90,25.00
41.90,25.00
41.90,25.10
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
41.90,25.00
42.00,24.90
41.90,25.00
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.00,24.90
42.10,24.80
42.00,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.10,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.20,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.30,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.40,24.80
42.60,24.80
42.60,24.80
42.50,24.90
42.50,24.90
42.50,24.90
42.40,24.90
42.40,24.90
42.40,24.90
42.30,24.90
42.30,24.90
42.30,24.90
42.40,24.90
42.30,24.90
42.40,24.90
42.40,24.90
42.40,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.50,24.90
42.60,24.90
42.70,24.90
42.90,25.00
43.00,25.00
43.10,25.00
43.20,25.00
43.20,25.00
43.30,25.00
43.30,25.00
43.30,25.00
43.40,25.00
43.40,25.00
43.50,25.00
43.50,25.00
43.50,25.00
43.50,24.90
43.50,25.00
43.50,25.00
43.60,25.00
43.60,25.00
43.60,24.90
44.00,25.00
44.20,25.00
44.20,24.90
44.20,25.00
44.20,25.00
44.10,25.00
44.10,25.00
44.20,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.30,25.00
44.40,25.00
44.50,25.00
44.50,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.40,25.00
44.30,25.00
44.30,25.10
44.30,25.10
44.40,25.00
44.40,25.10
44.40,25.00
44.40,25.10
44.40,25.10
44.40,25.10
44.40,25.10
44.50,25.20
44.60,25.10
44.60,25.20
44.70,25.20
44.70,25.10
44.70,25.20
44.80,25.20
44.80,25.20
44.70,25.30
44.90,25.20
44.90,25.20
44.90,25.20
44.90,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.00,25.20
45.10,25.20
45.10,25.20
45.20,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.30,25.20
45.40,25.20
45.50,25.20
45.50,25.20
45.40,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.50,25.20
45.60,25.20
45.60,25.20
45.60,25.20
45.40,25.30
